date;node;edge;user_node;user_edge;node_descrip;node_user_descrip;node_size;url
Fri Apr 08 16:09:14 +0000 2016;718470770633142273;('718470770633142273', '718465846767697920');400072597;('400072597', '1978535671');"RT @witooosik: Процесс пошёл...
#Закарпатская область потребовала автономии у #Киева... https://t.co/z9ql128j6v https://t.co/aVmkqRqfxV";Peheneg;;https://lenta.ru/news/2016/04/07/zakarpatye/
Fri Apr 08 16:06:41 +0000 2016;718470125180055553;('718470125180055553', '718465846767697920');4853268923;('4853268923', '1978535671');"RT @witooosik: Процесс пошёл...
#Закарпатская область потребовала автономии у #Киева... https://t.co/z9ql128j6v https://t.co/aVmkqRqfxV";Gissarus;;https://lenta.ru/news/2016/04/07/zakarpatye/
Fri Apr 08 16:05:25 +0000 2016;718469806945603585;('718469806945603585', '718465846767697920');713781556901490688;('713781556901490688', '1978535671');"RT @witooosik: Процесс пошёл...
#Закарпатская область потребовала автономии у #Киева... https://t.co/z9ql128j6v https://t.co/aVmkqRqfxV";svetagulamirjan;;https://lenta.ru/news/2016/04/07/zakarpatye/
Fri Apr 08 16:00:13 +0000 2016;718468500013072384;('718468500013072384', '718465846767697920');422091115;('422091115', '1978535671');"RT @witooosik: Процесс пошёл...
#Закарпатская область потребовала автономии у #Киева... https://t.co/z9ql128j6v https://t.co/aVmkqRqfxV";lionaLora;;https://lenta.ru/news/2016/04/07/zakarpatye/
Fri Apr 08 15:58:01 +0000 2016;718467946075570176;('718467946075570176', '718465846767697920');241167763;('241167763', '1978535671');"RT @witooosik: Процесс пошёл...
#Закарпатская область потребовала автономии у #Киева... https://t.co/z9ql128j6v https://t.co/aVmkqRqfxV";victor_arseni;;https://lenta.ru/news/2016/04/07/zakarpatye/
Fri Apr 08 15:52:27 +0000 2016;718466543185694720;('718466543185694720', '718465846767697920');336142854;('336142854', '1978535671');"RT @witooosik: Процесс пошёл...
#Закарпатская область потребовала автономии у #Киева... https://t.co/z9ql128j6v https://t.co/aVmkqRqfxV";sargsyan_arthur;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 16:46:44 +0000 2016;718117817791422464;('718117817791422464', '718067543102070784');260217842;('260217842', '2876919171');RT @publikatsii_ru: Lenta.ru: Закарпатская область потребовала у Киева автономии https://t.co/WyWdTfFtS6 с помощью @lentaruofficial;r_krim;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 13:26:57 +0000 2016;718067543102070784;;2876919171;;Lenta.ru: Закарпатская область потребовала у Киева автономии https://t.co/WyWdTfFtS6 с помощью @lentaruofficial;publikatsii_ru;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 15:13:58 +0000 2016;718094473188798464;('718094473188798464', '717993387979382785');228816215;('228816215', '133424209');"RT @vitali_by: #почалося""@lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/vgbAMW7ejc""";waleriIvan;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:32:18 +0000 2016;717993387979382785;;133424209;;"#почалося""@lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/vgbAMW7ejc""";vitali_by;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 14:15:15 +0000 2016;718079697838546945;('718079697838546945', '718067543102070784');2431258085;('2431258085', '2876919171');RT @publikatsii_ru: Lenta.ru: Закарпатская область потребовала у Киева автономии https://t.co/WyWdTfFtS6 с помощью @lentaruofficial;19alek7;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 13:37:32 +0000 2016;718070202592796672;('718070202592796672', '718067543102070784');4744358913;('4744358913', '2876919171');RT @publikatsii_ru: Lenta.ru: Закарпатская область потребовала у Киева автономии https://t.co/WyWdTfFtS6 с помощью @lentaruofficial;TartarinKrim108;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 13:32:30 +0000 2016;718068937360064512;('718068937360064512', '718067543102070784');2226544442;('2226544442', '2876919171');RT @publikatsii_ru: Lenta.ru: Закарпатская область потребовала у Киева автономии https://t.co/WyWdTfFtS6 с помощью @lentaruofficial;mongol2007;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 13:29:46 +0000 2016;718068251704631296;('718068251704631296', '718067543102070784');218700419;('218700419', '2876919171');RT @publikatsii_ru: Lenta.ru: Закарпатская область потребовала у Киева автономии https://t.co/WyWdTfFtS6 с помощью @lentaruofficial;Boyarin_Boroda;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 13:09:54 +0000 2016;718063251804839936;('718063251804839936', '718043256903352320');707447467;('707447467', '614579084');RT @sirsudakov2012: #Закарпатская область потребовала у #Киева автономии https://t.co/CjEUFqOmr5 https://t.co/AeVutZPuwj;lidijalaskova;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 11:50:27 +0000 2016;718043256903352320;;614579084;;#Закарпатская область потребовала у #Киева автономии https://t.co/CjEUFqOmr5 https://t.co/AeVutZPuwj;za_Russia;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 12:22:54 +0000 2016;718051422571343872;('718051422571343872', '718043256903352320');2253173114;('2253173114', '614579084');RT @sirsudakov2012: #Закарпатская область потребовала у #Киева автономии https://t.co/CjEUFqOmr5 https://t.co/AeVutZPuwj;lubo945;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 12:07:57 +0000 2016;718047658452062209;('718047658452062209', '718043256903352320');2417589014;('2417589014', '614579084');RT @sirsudakov2012: #Закарпатская область потребовала у #Киева автономии https://t.co/CjEUFqOmr5 https://t.co/AeVutZPuwj;rusukr75;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 11:29:40 +0000 2016;718038027252142082;('718038027252142082', '718021828455882752');1179676644;('1179676644', '276402127');"RT @US_Democracy: Закарпатская область потребовала у Киева автономии

https://t.co/uVhkkP389R

#Україна";72stv;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 10:25:18 +0000 2016;718021828455882752;;276402127;;"Закарпатская область потребовала у Киева автономии

https://t.co/uVhkkP389R

#Україна";nicckgart;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 11:02:57 +0000 2016;718031302868512768;('718031302868512768', '718021828455882752');440248911;('440248911', '276402127');"RT @US_Democracy: Закарпатская область потребовала у Киева автономии

https://t.co/uVhkkP389R

#Україна";TaniaTania2007;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 10:31:03 +0000 2016;718023275448766464;('718023275448766464', '718021828455882752');158997396;('158997396', '276402127');"RT @US_Democracy: Закарпатская область потребовала у Киева автономии

https://t.co/uVhkkP389R

#Україна";BizDirektor;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 10:30:34 +0000 2016;718023153197432833;('718023153197432833', '718021828455882752');204208107;('204208107', '276402127');"RT @US_Democracy: Закарпатская область потребовала у Киева автономии

https://t.co/uVhkkP389R

#Україна";From_Spb_;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 10:25:58 +0000 2016;718021994005053441;('718021994005053441', '718021828455882752');421824569;('421824569', '276402127');"RT @US_Democracy: Закарпатская область потребовала у Киева автономии

https://t.co/uVhkkP389R

#Україна";pabruss;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 10:16:13 +0000 2016;718019543365496832;('718019543365496832', '718014387785744388');428512493;('428512493', '439421679');"RT @hamlet_ru: Закарпатская область потребовала у Киева автономии

https://t.co/eu6avUHARq https://t.co/hU6FfYvryN";CherkasovYra;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 09:55:44 +0000 2016;718014387785744388;;439421679;;"Закарпатская область потребовала у Киева автономии

https://t.co/eu6avUHARq https://t.co/hU6FfYvryN";hamlet_ru;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 10:05:02 +0000 2016;718016728899432448;('718016728899432448', '717992101053595649');3144942071;('3144942071', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;av031064z;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:27:11 +0000 2016;717992101053595649;;228661749;;Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;lentaruofficial;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 09:56:51 +0000 2016;718014668003024896;('718014668003024896', '718014387785744388');196277930;('196277930', '439421679');"RT @hamlet_ru: Закарпатская область потребовала у Киева автономии

https://t.co/eu6avUHARq https://t.co/hU6FfYvryN";lusimila1111;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 09:46:42 +0000 2016;718012112228990976;('718012112228990976', '717992101053595649');714403208479838208;('714403208479838208', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;FomenkOleg;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 09:17:48 +0000 2016;718004842308960257;('718004842308960257', '717992101053595649');4703151084;('4703151084', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;WVIEyF60MyeQu5d;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 09:15:48 +0000 2016;718004336161329152;('718004336161329152', '717992101053595649');414881902;('414881902', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;guskovvv;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 09:11:51 +0000 2016;718003343809974272;('718003343809974272', '717992101053595649');2458160237;('2458160237', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;KiplingJR2;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:58:36 +0000 2016;718000009019584516;('718000009019584516', '717992101053595649');1468171760;('1468171760', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;maverick4730;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:54:24 +0000 2016;717998953015418884;('717998953015418884', '717992101053595649');3730874895;('3730874895', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;AYusov1962;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:54:03 +0000 2016;717998861562867712;('717998861562867712', '717992101053595649');1270044031;('1270044031', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;evpetroff007;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:52:29 +0000 2016;717998471303806976;('717998471303806976', '717992101053595649');2868849759;('2868849759', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;STCxCzhCcPs2ylt;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:48:59 +0000 2016;717997588020998144;('717997588020998144', '717992101053595649');374022184;('374022184', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;valovtv;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:47:30 +0000 2016;717997216196067328;('717997216196067328', '717992101053595649');4705078936;('4705078936', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;iannuaria;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:42:32 +0000 2016;717995963965685761;('717995963965685761', '717992101053595649');582289833;('582289833', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;va66045273;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:37:02 +0000 2016;717994580239626240;('717994580239626240', '717992101053595649');2639737205;('2639737205', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;434Larisa;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:35:54 +0000 2016;717994297514205184;('717994297514205184', '717992101053595649');258827954;('258827954', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;Aleksey1976;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:35:40 +0000 2016;717994235346214912;('717994235346214912', '717992101053595649');333039375;('333039375', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;Kochevgeny;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:35:09 +0000 2016;717994109223493632;('717994109223493632', '717992101053595649');4324012213;('4324012213', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;karukov1;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:34:04 +0000 2016;717993833863241728;('717993833863241728', '717992101053595649');393979622;('393979622', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;BushSU;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:32:46 +0000 2016;717993507995168768;('717993507995168768', '717992101053595649');239286126;('239286126', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;dmitrij7;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:29:45 +0000 2016;717992749564313601;('717992749564313601', '717992101053595649');709654254013779968;('709654254013779968', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;rec_famDe;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:29:37 +0000 2016;717992712977387520;('717992712977387520', '717992101053595649');326472826;('326472826', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;GTagir93;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:29:36 +0000 2016;717992711454920704;('717992711454920704', '717992101053595649');356113068;('356113068', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;SergAksenov;;https://lenta.ru/news/2016/04/07/zakarpatye/
Thu Apr 07 08:29:05 +0000 2016;717992581381144576;('717992581381144576', '717992101053595649');3032217899;('3032217899', '228661749');RT @lentaruofficial: Закарпатская область потребовала у Киева автономии: https://t.co/wvpgV8BZAV;IvanKiber;;https://lenta.ru/news/2016/04/07/zakarpatye/
Fri Apr 08 21:34:39 +0000 2016;718552661390450689;('718552661390450689', '718094921463435269');440857558;('440857558', '445608696');RT @sashakots: Кибер-Беркут разжигает Херсонщина или Хан-Гирейщина? https://t.co/EzI5ewcGnK;AV_Igonin;;http://www.kp.ru/daily/26513/3382569/
Thu Apr 07 15:15:45 +0000 2016;718094921463435269;;445608696;;Кибер-Беркут разжигает Херсонщина или Хан-Гирейщина? https://t.co/EzI5ewcGnK;sashakots;;http://www.kp.ru/daily/26513/3382569/
Fri Apr 08 09:22:34 +0000 2016;718368428051013633;('718368428051013633', '718094921463435269');4872652666;('4872652666', '445608696');RT @sashakots: Кибер-Беркут разжигает Херсонщина или Хан-Гирейщина? https://t.co/EzI5ewcGnK;genatsvale2;;http://www.kp.ru/daily/26513/3382569/
Fri Apr 08 08:30:57 +0000 2016;718355437876285440;('718355437876285440', '718094921463435269');2161213555;('2161213555', '445608696');RT @sashakots: Кибер-Беркут разжигает Херсонщина или Хан-Гирейщина? https://t.co/EzI5ewcGnK;noirdiamond1;;http://www.kp.ru/daily/26513/3382569/
Fri Apr 08 06:34:58 +0000 2016;718326249203097601;('718326249203097601', '718094921463435269');1331925517;('1331925517', '445608696');RT @sashakots: Кибер-Беркут разжигает Херсонщина или Хан-Гирейщина? https://t.co/EzI5ewcGnK;LikaVed;;http://www.kp.ru/daily/26513/3382569/
Thu Apr 07 18:42:45 +0000 2016;718147012726808577;('718147012726808577', '718094921463435269');3086402991;('3086402991', '445608696');RT @sashakots: Кибер-Беркут разжигает Херсонщина или Хан-Гирейщина? https://t.co/EzI5ewcGnK;captburatino;;http://www.kp.ru/daily/26513/3382569/
Thu Apr 07 17:49:36 +0000 2016;718133637137436672;('718133637137436672', '718094921463435269');586436856;('586436856', '445608696');RT @sashakots: Кибер-Беркут разжигает Херсонщина или Хан-Гирейщина? https://t.co/EzI5ewcGnK;o_malckov;;http://www.kp.ru/daily/26513/3382569/
Thu Apr 07 16:18:23 +0000 2016;718110684601577473;('718110684601577473', '717816688591253504');4838147739;('4838147739', '40807205');RT @kpru: Хакеры утверждают, что Порошенко готовится отдать Херсонскую область под Крымско-Татарскую Автономию https://t.co/JkDgC3vh5A;tatianaaiupovaa;;http://www.kp.ru/daily/26513/3382569/
Wed Apr 06 20:50:09 +0000 2016;717816688591253504;;40807205;;Хакеры утверждают, что Порошенко готовится отдать Херсонскую область под Крымско-Татарскую Автономию https://t.co/JkDgC3vh5A;kpru;;http://www.kp.ru/daily/26513/3382569/
Thu Apr 07 16:16:16 +0000 2016;718110149190270976;('718110149190270976', '718094921463435269');247814623;('247814623', '445608696');RT @sashakots: Кибер-Беркут разжигает Херсонщина или Хан-Гирейщина? https://t.co/EzI5ewcGnK;mega_massa;;http://www.kp.ru/daily/26513/3382569/
Thu Apr 07 15:55:49 +0000 2016;718105002850578433;('718105002850578433', '718094921463435269');480243129;('480243129', '445608696');RT @sashakots: Кибер-Беркут разжигает Херсонщина или Хан-Гирейщина? https://t.co/EzI5ewcGnK;petukhov_67;;http://www.kp.ru/daily/26513/3382569/
Thu Apr 07 15:55:08 +0000 2016;718104832008142851;('718104832008142851', '718094921463435269');4643279080;('4643279080', '445608696');RT @sashakots: Кибер-Беркут разжигает Херсонщина или Хан-Гирейщина? https://t.co/EzI5ewcGnK;staryjregion39;;http://www.kp.ru/daily/26513/3382569/
